iter	Logloss
0	0.6794595623
1	0.6662065192
2	0.653360177
3	0.6416765387
4	0.6311633241
5	0.6204666603
6	0.6089642352
7	0.5999434937
8	0.5909144537
9	0.5836089176
10	0.5754946579
11	0.5670389384
12	0.5608242918
13	0.5537069163
14	0.5471827419
15	0.5405173333
16	0.5344185917
17	0.528688924
18	0.5238613138
19	0.5187451286
20	0.5139826722
21	0.5089894458
22	0.5032202174
23	0.498832162
24	0.4946070025
25	0.4905115706
26	0.4860467876
27	0.4827340402
28	0.4793897208
29	0.4754267031
30	0.4721697212
31	0.4688374837
32	0.465551312
33	0.4621175938
34	0.4582412504
35	0.4544013189
36	0.4519255016
37	0.4481783153
38	0.4452175204
39	0.4423421447
40	0.4402549025
41	0.4381227972
42	0.4358756357
43	0.4341860395
44	0.4316567531
45	0.4294563056
46	0.4272625071
47	0.4253041739
48	0.4216281294
49	0.4194388355
50	0.4179544742
51	0.416515117
52	0.4149032526
53	0.4134845329
54	0.4112726372
55	0.4096905301
56	0.408452723
57	0.4072962267
58	0.4054861409
59	0.404248609
60	0.4024204905
61	0.4010358355
62	0.3996673858
63	0.3982086083
64	0.3968450673
65	0.3955276021
66	0.3942171777
67	0.3928526496
68	0.3914940544
69	0.3902724404
70	0.3890600576
71	0.3881927303
72	0.3865145675
73	0.3855504061
74	0.3843718004
75	0.3832901796
76	0.3820910765
77	0.3812180022
78	0.3801270348
79	0.3792654958
80	0.3784730451
81	0.3775187062
82	0.3767495332
83	0.3761381032
84	0.3750830191
85	0.374260019
86	0.3731188938
87	0.3719622534
88	0.3710296463
89	0.3700486752
90	0.36902873
91	0.3682541013
92	0.3673800444
93	0.3665237054
94	0.3658475752
95	0.3649654222
96	0.3642070131
97	0.3633178161
98	0.3626594805
99	0.3618545731
100	0.3613159558
101	0.360220553
102	0.3595558635
103	0.357998592
104	0.3573284072
105	0.3567996685
106	0.3560544527
107	0.3553122852
108	0.3544487884
109	0.3535076819
110	0.352661659
111	0.3520569524
112	0.351267538
113	0.3505587194
114	0.349928863
115	0.3492607985
116	0.3486057232
117	0.3479467438
118	0.3470566942
119	0.3462054916
120	0.3454778503
121	0.3450901134
122	0.3434691269
123	0.3428591554
124	0.342487688
125	0.3417035256
126	0.3410136178
127	0.3406166921
128	0.3399087661
129	0.3394029747
130	0.33854662
131	0.3368712619
132	0.336454688
133	0.335731326
134	0.3350828674
135	0.3346396156
136	0.3330454319
137	0.3321620341
138	0.3314786791
139	0.3307944319
140	0.3302398119
141	0.3296378968
142	0.3291758916
143	0.3286835314
144	0.3281570448
145	0.3276034642
146	0.3271810349
147	0.3263942097
148	0.3258993171
149	0.3255351884
150	0.3247866531
151	0.3243196036
152	0.323523072
153	0.3229239216
154	0.3224522938
155	0.3214985204
156	0.3207823737
157	0.3202477764
158	0.319712332
159	0.3191720558
160	0.3187691195
161	0.3181802472
162	0.3177522829
163	0.3170667173
164	0.3165412672
165	0.3160627129
166	0.3157839762
167	0.3154405286
168	0.3147291189
169	0.3141351558
170	0.3138130525
171	0.3133058018
172	0.3128623514
173	0.3117604201
174	0.3111505013
175	0.3106392847
176	0.3102089848
177	0.3096308244
178	0.3092072798
179	0.3087183733
180	0.3080159672
181	0.3074481571
182	0.3068590635
183	0.3064765056
184	0.3058890274
185	0.305422253
186	0.3046061902
187	0.304285089
188	0.3035095243
189	0.3031847308
190	0.3024822455
191	0.3020177681
192	0.3015187325
193	0.3009320602
194	0.3004171518
195	0.2997280403
196	0.2991576006
197	0.2987580384
198	0.2979692324
199	0.2972090357
200	0.2966611019
201	0.2961521584
202	0.2958246892
203	0.2952737335
204	0.2948636932
205	0.2945076144
206	0.294024843
207	0.2937567167
208	0.2932697329
209	0.2929805786
210	0.292579141
211	0.2917793596
212	0.2910439706
213	0.2908067751
214	0.2904400676
215	0.2899781912
216	0.2895636872
217	0.28919043
218	0.2887465275
219	0.2882711956
220	0.2877360041
221	0.2866747454
222	0.2862370656
223	0.2857898087
224	0.2852207568
225	0.2848773115
226	0.2843129627
227	0.283834543
228	0.2835260248
229	0.2825513735
230	0.2820843869
231	0.2818583578
232	0.2815720355
233	0.281315303
234	0.2811394018
235	0.280852604
236	0.280417068
237	0.2797418934
238	0.2791814541
239	0.2787782362
240	0.2782753063
241	0.2780994381
242	0.2777328323
243	0.2773530323
244	0.2771599466
245	0.2765936293
246	0.2763294805
247	0.2759737485
248	0.2756803119
249	0.2753017975
250	0.2748179488
251	0.2740881394
252	0.2737132418
253	0.2734921746
254	0.2730747303
255	0.2726919887
256	0.2722137454
257	0.2719380968
258	0.2716071548
259	0.2712304001
260	0.2705012357
261	0.2699491465
262	0.2696182333
263	0.269370688
264	0.2690369275
265	0.2682523541
266	0.2680294678
267	0.2677474208
268	0.2674460619
269	0.2671602998
270	0.2667720094
271	0.2664995551
272	0.2661457081
273	0.2655934557
274	0.2652576158
275	0.2649925066
276	0.264630774
277	0.2640603671
278	0.2637210877
279	0.2632612065
280	0.2630687678
281	0.2627200946
282	0.2624742627
283	0.2621121361
284	0.2616435939
285	0.2612500388
286	0.2609371075
287	0.2606706526
288	0.2603992738
289	0.2601307068
290	0.2597016757
291	0.2593290271
292	0.2589327449
293	0.2581643375
294	0.2577617855
295	0.2573211142
296	0.2569991742
297	0.2566109741
298	0.256343643
299	0.2561139083
300	0.2558585224
301	0.2553744321
302	0.2551230545
303	0.2548572124
304	0.2546915066
305	0.2544275063
306	0.2541868355
307	0.253905853
308	0.2535309287
309	0.2532960441
310	0.2530134992
311	0.2527622049
312	0.252363851
313	0.2521594053
314	0.2516758838
315	0.2513426176
316	0.2510338134
317	0.2507807042
318	0.2505891721
319	0.2502500292
320	0.2500076201
321	0.2497406283
322	0.2494857676
323	0.2492535624
324	0.2488689226
325	0.2486321212
326	0.2480403167
327	0.24777086
328	0.247534925
329	0.2472218444
330	0.2467815594
331	0.2464992562
332	0.246177129
333	0.2460392872
334	0.2456727413
335	0.2454668722
336	0.2449690048
337	0.2445999105
338	0.2442763768
339	0.2440483626
340	0.2435650065
341	0.2432728715
342	0.2429318815
343	0.2425930998
344	0.2422141126
345	0.2419439034
346	0.2417340322
347	0.2414482778
348	0.2412076936
349	0.24077008
350	0.2402566515
351	0.2399397433
352	0.2395347177
353	0.2393264048
354	0.2390680291
355	0.2387740672
356	0.2383641422
357	0.2382212317
358	0.2380809007
359	0.2376964475
360	0.2374767827
361	0.2370253009
362	0.2367454275
363	0.2364619302
364	0.2358927204
365	0.2355802348
366	0.2353161441
367	0.2350826028
368	0.2349043086
369	0.2347475183
370	0.2344504387
371	0.2342045865
372	0.2337498079
373	0.2334328487
374	0.2331273305
375	0.2328482655
376	0.232557701
377	0.2319943681
378	0.2318649715
379	0.2316610656
380	0.2309633763
381	0.2305440558
382	0.2301590419
383	0.2297932318
384	0.2294920923
385	0.2291162791
386	0.2287400227
387	0.2283159675
388	0.2276433275
389	0.2274534726
390	0.2271367195
391	0.2269567185
392	0.226665096
393	0.2263308973
394	0.2260529843
395	0.2258242231
396	0.2251238646
397	0.2248328727
398	0.2244938566
399	0.2241145572
400	0.2238544721
401	0.2234433489
402	0.2232017005
403	0.2228758305
404	0.2226271296
405	0.2222271051
406	0.2218545758
407	0.221428282
408	0.2211806368
409	0.2210052199
410	0.2208733443
411	0.2206174687
412	0.2203068722
413	0.220134167
414	0.2198113058
415	0.2195851683
416	0.2192918986
417	0.219011089
418	0.2186833953
419	0.218361254
420	0.218043199
421	0.2177544437
422	0.2174086475
423	0.2172580566
424	0.2170923094
425	0.2168695474
426	0.2165898241
427	0.2164292449
428	0.2161882724
429	0.2159825013
430	0.2156985891
431	0.2153859098
432	0.2151342684
433	0.214970548
434	0.2147989945
435	0.2146602852
436	0.2143787641
437	0.2142471762
438	0.2140069885
439	0.2136190013
440	0.2132792737
441	0.2129522167
442	0.2127592037
443	0.2125754516
444	0.2123319546
445	0.2120540988
446	0.2116582274
447	0.2113238992
448	0.2105780248
449	0.2103664071
450	0.2102512095
451	0.2099859425
452	0.2097435615
453	0.2093317035
454	0.2091542011
455	0.2088220269
456	0.2087063289
457	0.208399155
458	0.2081897774
459	0.207994601
460	0.207623286
461	0.2074210038
462	0.207141713
463	0.2064569349
464	0.2061891105
465	0.2059994518
466	0.2058533488
467	0.2056293298
468	0.2054548541
469	0.2050022117
470	0.2047879578
471	0.2042835305
472	0.2041274092
473	0.2039143011
474	0.2037043899
475	0.2034247312
476	0.2032368768
477	0.2029958544
478	0.2028119752
479	0.2024582785
480	0.2022262313
481	0.2019451169
482	0.2015823769
483	0.201452545
484	0.2012933704
485	0.2009884604
486	0.2007403067
487	0.2005111381
488	0.2003407197
489	0.2002077832
490	0.2000941111
491	0.199880646
492	0.1997752247
493	0.1993099207
494	0.1991784169
495	0.1990548803
496	0.198686272
497	0.198490993
498	0.1982650307
499	0.1978702287
500	0.1976432199
501	0.1974271418
502	0.1972077561
503	0.197016118
504	0.1968074199
505	0.1966867713
506	0.1964995135
507	0.196291647
508	0.1957600443
509	0.1955916138
510	0.195242223
511	0.1949993007
512	0.1947143133
513	0.1946097669
514	0.1944759979
